measure,metric,location,year,age,sex,val,lower,upper
DALYs (Disability-Adjusted Life Years),Rate,Global,2001,90 to 94,Male,33051.00109296149,32308.312621087403,33685.610875194245
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,25 to 29,Both,8609.662758879796,8434.158600430725,8808.835518437063
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,25 to 29,Female,7294.44886574343,7185.826821238852,7452.47151862773
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,25 to 29,Male,9969.002772274658,9745.487129527857,10134.569316391391
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,30 to 34,Both,10392.680846406396,10281.345787163025,10567.905715139015
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,30 to 34,Female,9078.123204510166,8896.71341335532,9266.613119575482
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,30 to 34,Male,11726.99230455819,11550.986831952187,11940.279594304724
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,35 to 39,Both,12200.546215118518,12018.85198453501,12385.093663773427
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,35 to 39,Female,10880.386738419431,10665.830638351494,11059.724784376223
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,35 to 39,Male,13465.117662535742,13185.57941519894,13740.994372614468
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,40 to 44,Both,13948.823043674174,13697.914542361937,14284.575964824055
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,40 to 44,Female,12616.727885743709,12383.115577889675,12900.788780477693
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,40 to 44,Male,15302.499094471652,15053.82442427823,15630.234613796163
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,45 to 49,Both,15715.5291974909,15431.856520644978,15972.737233683933
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,45 to 49,Female,14426.171948706215,14083.110088314308,14666.86559787862
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,45 to 49,Male,17016.72672504425,16756.000538426408,17275.53344863461
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,50 to 54,Both,17553.90451193115,17360.439808662806,17832.058040462634
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,50 to 54,Female,16135.739269913181,15846.803939150852,16392.57988987488
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,50 to 54,Male,18818.860580225948,18526.42266476993,19072.975051590813
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,55 to 59,Both,19309.18690423685,18978.78507855237,19592.147565124716
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,55 to 59,Female,17999.706848121063,17640.132405529403,18445.805043892087
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,55 to 59,Male,20656.784829658696,20323.892382423022,20891.004951734576
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,60 to 64,Both,21043.146005003902,20710.594243101077,21452.60418375638
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,60 to 64,Female,19739.501835575833,19399.56986656334,20041.924031626826
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,60 to 64,Male,22474.594752310597,22161.118577957473,22850.753176149025
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,65 to 69,Both,22786.75417012831,22361.31938781662,23176.629945513414
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,65 to 69,Female,21475.964577091756,20856.88809610551,21912.455154489184
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,65 to 69,Male,24290.98717497136,23794.796324734583,24836.53101260894
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,70 to 74,Both,24662.281688157134,24332.250812504168,25083.861448602154
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,70 to 74,Female,23346.362880156707,22844.757170186524,23820.36885480822
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,70 to 74,Male,25985.51968946257,25421.81974963272,26428.716051069183
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,75 to 79,Both,26414.21238383841,25987.46843049697,26838.994207049866
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,75 to 79,Female,25071.911610137984,24583.72779534194,25478.389468087364
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,75 to 79,Male,27732.652091828168,27127.094137146538,28261.444433696233
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,80 to 84,Both,28104.482115575072,27462.55716178812,28507.483170205196
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,80 to 84,Female,26853.576409972913,26396.492986234836,27386.80724770235
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,80 to 84,Male,29613.353733795648,29141.502947507965,30112.798782202495
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,85 to 89,Both,29887.79988763526,29366.715217790697,30361.432220397517
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,85 to 89,Female,28634.493926750034,28017.476240719792,29231.74325135623
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,85 to 89,Male,31354.659838222775,30718.932194116467,32045.4893279041
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,90 to 94,Both,31711.24885790943,31235.677245989747,32137.550012053613
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,90 to 94,Female,30353.582941400888,29858.714774875225,30862.638103015386
DALYs (Disability-Adjusted Life Years),Rate,Global,2002,90 to 94,Male,33127.81142730185,32588.37098262127,33643.415474967085
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,25 to 29,Both,8557.832798494257,8398.416825425707,8716.187054311338
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,25 to 29,Female,7213.336171906294,7054.334071485488,7392.728757057046
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,25 to 29,Male,9881.44833878715,9705.909641630553,10080.31247250524
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,30 to 34,Both,10348.196169327357,10154.586550841947,10618.13496134738
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,30 to 34,Female,9007.5886243938,8751.21875353958,9146.230667920216
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,30 to 34,Male,11680.758797629269,11461.854136035454,11905.415845644293
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,35 to 39,Both,12137.365357489318,11870.923387012062,12323.034678548695
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,35 to 39,Female,10814.29269822371,10613.230564033292,10982.471275155633
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,35 to 39,Male,13412.384780852448,13148.371266606793,13654.212850109705
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,40 to 44,Both,13854.593835937683,13654.01426246553,14088.153789529038
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,40 to 44,Female,12560.605884044418,12144.749109736142,12774.747667691216
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,40 to 44,Male,15199.813734331601,14951.522602129306,15451.352377383784
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,45 to 49,Both,15707.932273845407,15408.716357139669,15951.857706066025
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,45 to 49,Female,14341.020322992112,14007.006630313224,14627.388961411854
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,45 to 49,Male,16979.576449115088,16705.94741254252,17156.920386454975
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,50 to 54,Both,17451.74476383103,17109.232148421634,17698.585068491233
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,50 to 54,Female,16056.820655287154,15731.148190482105,16350.190793056576
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,50 to 54,Male,18761.39375146029,18455.69172705357,19110.4489198718
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,55 to 59,Both,19278.708780772376,19033.940532640347,19552.33581695385
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,55 to 59,Female,17878.819836848794,17482.39374722611,18144.12045415416
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,55 to 59,Male,20497.785353071806,20119.21824494622,20886.545826815352
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,60 to 64,Both,21001.26519833183,20631.052747820748,21422.618317250417
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,60 to 64,Female,19701.05224991559,19379.98689529483,20029.776001564307
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,60 to 64,Male,22389.122049197897,22015.602743255557,22772.78434252515
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,65 to 69,Both,22761.630848436205,22338.837589305993,23134.169821891963
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,65 to 69,Female,21425.847873694656,20989.360189572697,21851.81332182012
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,65 to 69,Male,24033.82924178198,23542.204339265554,24458.262273125176
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,70 to 74,Both,24624.85228065007,23997.947487366968,25286.85344536432
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,70 to 74,Female,23268.255572064863,23039.91548103252,23544.257298686287
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,70 to 74,Male,25892.623838922784,25327.12217947912,26284.793091102678
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,75 to 79,Both,26461.745410829037,26048.871940010842,26813.142540745634
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,75 to 79,Female,25109.34736994976,24589.921490433124,25428.846878886827
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,75 to 79,Male,27730.04821737868,27123.348819432817,28341.15299887534
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,80 to 84,Both,28107.63224075784,27520.19144761862,28561.87262838814
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,80 to 84,Female,26730.801583805518,26111.242793425634,27216.766363762774
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,80 to 84,Male,29405.579810444437,28931.466464679146,29694.07993412816
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,85 to 89,Both,29776.230574350204,29119.634676306894,30358.7870811483
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,85 to 89,Female,28657.487885860864,28195.508759397824,29051.3242609897
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,85 to 89,Male,31130.516091087688,30498.111409388614,31642.31868226944
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,90 to 94,Both,31766.86917816447,31021.230749788043,32507.540662091
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,90 to 94,Female,30375.297759472556,29951.669654366327,30898.8677045829
DALYs (Disability-Adjusted Life Years),Rate,Global,2003,90 to 94,Male,32944.7719493312,32259.532125196623,33324.16901686697
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,25 to 29,Both,8503.228481350612,8339.718929510991,8687.166135563646
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,25 to 29,Female,7171.9816950239065,7033.430786211743,7354.120977056184
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,25 to 29,Male,9770.058902242223,9633.07964596782,9913.472798373463
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,30 to 34,Both,10270.549272203236,10091.591571865543,10491.012676609127
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,30 to 34,Female,8963.549135136016,8811.428478976373,9130.32453628451
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,30 to 34,Male,11566.438724178224,11269.011086857277,11772.268575658629
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,35 to 39,Both,12010.957622643566,11781.165214930013,12198.818268410087
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,35 to 39,Female,10701.979261555773,10529.707041095597,10891.625812023522
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,35 to 39,Male,13338.056626409016,13065.790160247447,13591.213852476456
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,40 to 44,Both,13797.90591680718,13475.63394837409,14123.433702597536
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,40 to 44,Female,12521.05738784283,12324.519623694408,12711.000433892903
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,40 to 44,Male,15153.294529057177,14839.740319607812,15458.268145903832
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,45 to 49,Both,15659.853017803236,15381.035083401044,15996.489422305927
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,45 to 49,Female,14258.723354899637,13956.65463870012,14550.536047583026
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,45 to 49,Male,16941.97150451983,16693.740123833035,17335.949568975368
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,50 to 54,Both,17388.97521702283,17132.71557942534,17739.42995365439
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,50 to 54,Female,16088.821969140561,15831.470627784222,16354.53515969109
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,50 to 54,Male,18645.84303172056,18418.46013343106,18961.100773400518
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,55 to 59,Both,19188.766122704892,18813.37637769884,19518.43488225636
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,55 to 59,Female,17845.106224649782,17556.972166825664,18143.277902573514
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,55 to 59,Male,20526.124076062868,20232.577542644336,20921.88373446258
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,60 to 64,Both,20990.549753386476,20675.829252436768,21401.482233734743
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,60 to 64,Female,19614.458202970047,19229.90461135848,19976.54046260383
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,60 to 64,Male,22261.084569465405,21879.08569243725,22605.260579590846
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,65 to 69,Both,22752.90215796807,22357.124344982738,23179.9477366711
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,65 to 69,Female,21409.016671278827,21164.813860074642,21636.166749390708
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,65 to 69,Male,24026.380981511295,23561.519242940136,24409.41927430431
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,70 to 74,Both,24456.366770183733,23866.35882136372,24915.339336281468
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,70 to 74,Female,23229.35217148075,22940.712788118464,23483.30103668206
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,70 to 74,Male,25874.52852792244,25250.28619207916,26421.43566764994
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,75 to 79,Both,26319.915581109835,25770.20420376592,26765.1390755474
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,75 to 79,Female,24962.143928084777,24392.18101206272,25379.658977032836
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,75 to 79,Male,27586.487818005146,27154.22739966138,28120.38567227361
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,80 to 84,Both,28076.466220498605,27572.13705410833,28507.613259906542
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,80 to 84,Female,26802.54383721946,26308.414616160924,27135.112828261357
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,80 to 84,Male,29377.697272490783,28789.966679729427,30065.08286348516
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,85 to 89,Both,29843.069612653744,29255.105606193196,30334.123839619013
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,85 to 89,Female,28530.885804298105,27814.09629098563,28982.959217582917
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,85 to 89,Male,31175.5375147914,30680.014406397477,31800.949559855642
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,90 to 94,Both,31658.604026038334,31215.932860677025,32294.78386149591
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,90 to 94,Female,30229.878034746613,29743.562910828332,30727.09350484523
DALYs (Disability-Adjusted Life Years),Rate,Global,2004,90 to 94,Male,33017.74292767031,32495.177981286888,33575.86003101156
DALYs (Disability-Adjusted Life Years),Rate,Global,2005,25 to 29,Both,8423.746202976123,8292.32587981683,8667.19579230365
DALYs (Disability-Adjusted Life Years),Rate,Global,2005,25 to 29,Female,7109.557221681015,7001.380544186775,7239.130150073868
DALYs (Disability-Adjusted Life Years),Rate,Global,2005,25 to 29,Male,9773.369120294263,9576.511289159924,9914.008947620367
DALYs (Disability-Adjusted Life Years),Rate,Global,2005,30 to 34,Both,10205.179381710303,10062.96789712107,10397.412501446717
DALYs (Disability-Adjusted Life Years),Rate,Global,2005,30 to 34,Female,8925.812768577405,8753.377089245565,9123.863519908122
