measure,metric,location,year,age,sex,category,val,lower,upper
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,25 to 29,Male,Cardiovascular diseases,7594.144160841146,7345.436509047704,7736.96099273608
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,30 to 34,Both,Cardiovascular diseases,7964.350672219931,7772.965745414458,8170.525742257452
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,30 to 34,Female,Cardiovascular diseases,7314.022347537023,7144.539995485564,7516.597565685646
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,30 to 34,Male,Cardiovascular diseases,8603.444880817337,8364.35220429915,8851.296961571587
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,35 to 39,Both,Cardiovascular diseases,8912.669542923664,8588.694362094604,9142.752608189128
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,35 to 39,Female,Cardiovascular diseases,8298.0637976559,8028.003299060139,8486.187121152947
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,35 to 39,Male,Cardiovascular diseases,9588.596077698996,9354.227932385329,9818.28603167539
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,40 to 44,Both,Cardiovascular diseases,9937.98217957631,9609.023593732045,10178.7707433242
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,40 to 44,Female,Cardiovascular diseases,9326.582240137137,9126.913297974586,9563.246486406182
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,40 to 44,Male,Cardiovascular diseases,10654.056063655153,10392.71599354058,10933.058346641596
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,45 to 49,Both,Cardiovascular diseases,11026.187184025152,10720.876795146254,11354.091005829654
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,45 to 49,Female,Cardiovascular diseases,10293.712226764976,10077.35341812865,10550.459319433248
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,45 to 49,Male,Cardiovascular diseases,11649.829382536915,11319.644807135915,11992.769519410394
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,50 to 54,Both,Cardiovascular diseases,12059.215437109035,11768.446323779437,12368.176222150534
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,50 to 54,Female,Cardiovascular diseases,11396.957918970278,11194.872788771807,11724.565204931469
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,50 to 54,Male,Cardiovascular diseases,12615.658243085189,12236.07587578131,13026.886756429343
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,55 to 59,Both,Cardiovascular diseases,13051.282055154605,12815.8950101027,13314.343487785965
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,55 to 59,Female,Cardiovascular diseases,12436.115028954326,12151.041636017928,12827.633387190224
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,55 to 59,Male,Cardiovascular diseases,13768.96469875145,13403.647794191576,14234.239859333924
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,60 to 64,Both,Cardiovascular diseases,14058.031184094973,13758.835792694263,14362.25729861546
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,60 to 64,Female,Cardiovascular diseases,13482.91428842451,13027.750244585264,13889.77884855093
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,60 to 64,Male,Cardiovascular diseases,14800.663083661613,14466.25866031519,15129.259663760728
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,65 to 69,Both,Cardiovascular diseases,15169.356404039052,14703.68042654619,15422.209173962608
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,65 to 69,Female,Cardiovascular diseases,14527.142061744862,14229.727273918223,14921.896974816522
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,65 to 69,Male,Cardiovascular diseases,15796.02257723923,15277.55802922773,16236.890683942067
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,70 to 74,Both,Cardiovascular diseases,16229.589856999604,15964.81948864775,16597.931397139393
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,70 to 74,Female,Cardiovascular diseases,15552.307429037986,15220.180411467156,15964.418634264384
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,70 to 74,Male,Cardiovascular diseases,16811.564508261832,16396.16467160533,17306.195477954654
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,75 to 79,Both,Cardiovascular diseases,17215.001252782185,16799.45509362477,17708.28820096392
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,75 to 79,Female,Cardiovascular diseases,16443.70286340032,15916.591064716247,16852.012115476147
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,75 to 79,Male,Cardiovascular diseases,17885.387365385082,17465.068938538257,18330.20182361293
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,80 to 84,Both,Cardiovascular diseases,18326.733914885688,17844.682603316596,18706.043365605965
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,80 to 84,Female,Cardiovascular diseases,17629.99714410883,17148.661296849503,17995.781841536547
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,80 to 84,Male,Cardiovascular diseases,18929.859806599048,18441.1293496507,19547.142099950972
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,85 to 89,Both,Cardiovascular diseases,19246.97417591493,18777.25530923333,19602.938947143775
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,85 to 89,Female,Cardiovascular diseases,18529.44930363375,18012.143434553684,19017.37581028984
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,85 to 89,Male,Cardiovascular diseases,19930.60719453214,19454.832277333946,20379.52533202202
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,90 to 94,Both,Cardiovascular diseases,20190.29140910984,19723.28839240042,20772.306185523492
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,90 to 94,Female,Cardiovascular diseases,19605.538019730542,19216.93975783752,20144.604166652207
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2002,90 to 94,Male,Cardiovascular diseases,20925.960544661964,20395.34190110711,21453.214621079045
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,25 to 29,Both,Cardiovascular diseases,6824.394865436643,6683.097574024618,6972.119744526017
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,25 to 29,Female,Cardiovascular diseases,6206.524693308304,6079.849857083167,6358.56538409844
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,25 to 29,Male,Cardiovascular diseases,7513.285024912161,7314.9789189369185,7752.760193470745
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,30 to 34,Both,Cardiovascular diseases,7916.154397468934,7731.287627516456,8066.192454475593
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,30 to 34,Female,Cardiovascular diseases,7273.181087682198,7053.646125654839,7441.744522150095
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,30 to 34,Male,Cardiovascular diseases,8506.27616766012,8273.70503702465,8888.888274184246
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,35 to 39,Both,Cardiovascular diseases,8924.813983460537,8753.81014345176,9144.580354604914
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,35 to 39,Female,Cardiovascular diseases,8247.62132109612,8063.763271742242,8404.382982425044
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,35 to 39,Male,Cardiovascular diseases,9582.849353501058,9352.56017516066,9818.106624331864
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,40 to 44,Both,Cardiovascular diseases,9980.279943635927,9734.60693468854,10230.400345665232
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,40 to 44,Female,Cardiovascular diseases,9310.93132224007,9107.85723670403,9488.259036900792
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,40 to 44,Male,Cardiovascular diseases,10604.023259349966,10327.257248651782,10777.946182504846
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,45 to 49,Both,Cardiovascular diseases,11001.39672101945,10723.918416064342,11417.776597721513
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,45 to 49,Female,Cardiovascular diseases,10367.82309477177,10098.394499078666,10631.526197041218
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,45 to 49,Male,Cardiovascular diseases,11671.3819044181,11451.097495107604,11950.03264742864
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,50 to 54,Both,Cardiovascular diseases,11995.963634277314,11694.848017272605,12280.453733582675
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,50 to 54,Female,Cardiovascular diseases,11344.622046743845,11033.144670679218,11676.009942843764
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,50 to 54,Male,Cardiovascular diseases,12616.198618609349,12235.039528495992,12892.894053044685
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,55 to 59,Both,Cardiovascular diseases,13005.690880609336,12741.435098442562,13319.645811291122
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,55 to 59,Female,Cardiovascular diseases,12342.680195046723,12047.442578229422,12656.706710449242
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,55 to 59,Male,Cardiovascular diseases,13658.233754007477,13377.44940008103,13939.872475963417
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,60 to 64,Both,Cardiovascular diseases,14014.599795249796,13619.765079598259,14285.870571547677
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,60 to 64,Female,Cardiovascular diseases,13455.695603987182,13053.9509057832,13872.124247259138
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,60 to 64,Male,Cardiovascular diseases,14748.597512689394,14285.34317063371,15158.952114206175
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,65 to 69,Both,Cardiovascular diseases,15151.812183504204,14942.754386518767,15417.969666325906
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,65 to 69,Female,Cardiovascular diseases,14479.689934738159,14136.801550289616,14800.731385861123
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,65 to 69,Male,Cardiovascular diseases,15870.205825902545,15588.084787235051,16239.769320933105
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,70 to 74,Both,Cardiovascular diseases,16148.570929145106,15810.782465063488,16510.829294926683
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,70 to 74,Female,Cardiovascular diseases,15466.752794702024,15084.32613922081,15879.93170363698
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,70 to 74,Male,Cardiovascular diseases,16896.486033045287,16467.352855942114,17350.595686898352
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,75 to 79,Both,Cardiovascular diseases,17157.011176544722,16777.64989395384,17528.04282802053
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,75 to 79,Female,Cardiovascular diseases,16443.186948549643,16105.397203866134,16752.49753939028
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,75 to 79,Male,Cardiovascular diseases,17776.17697066352,17433.40653502208,18346.49298178925
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,80 to 84,Both,Cardiovascular diseases,18119.33838408254,17723.769295745456,18667.694275313126
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,80 to 84,Female,Cardiovascular diseases,17552.25226333943,16964.559643102035,18241.48726818993
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,80 to 84,Male,Cardiovascular diseases,18844.94273028146,18427.414730331795,19377.514905103835
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,85 to 89,Both,Cardiovascular diseases,19282.76128034276,18846.148219447376,19866.271924827037
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,85 to 89,Female,Cardiovascular diseases,18536.73864522929,18138.21914527686,18879.155373752597
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,85 to 89,Male,Cardiovascular diseases,19926.19436255457,19425.872492123188,20542.275188499596
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,90 to 94,Both,Cardiovascular diseases,20243.771218518425,19751.562997464665,20774.941371795583
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,90 to 94,Female,Cardiovascular diseases,19570.57161702668,18943.070483924846,20204.956024830703
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2003,90 to 94,Male,Cardiovascular diseases,20888.093845126867,20282.34478249919,21781.10731279601
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,25 to 29,Both,Cardiovascular diseases,6862.7979779738625,6704.508925115469,6976.080799482275
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,25 to 29,Female,Cardiovascular diseases,6176.1773084197375,6010.479174835335,6376.864875639725
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,25 to 29,Male,Cardiovascular diseases,7519.009056381202,7339.126302075286,7762.370340252942
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,30 to 34,Both,Cardiovascular diseases,7860.007402398714,7694.920239756206,8054.010351563834
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,30 to 34,Female,Cardiovascular diseases,7188.3754425534,7024.989814991955,7404.823776169018
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,30 to 34,Male,Cardiovascular diseases,8517.701780740565,8246.288864985552,8804.267871136224
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,35 to 39,Both,Cardiovascular diseases,8902.7942615001175,8707.929888191982,9192.120115304313
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,35 to 39,Female,Cardiovascular diseases,8285.944631489807,8059.329756146363,8563.546396883125
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,35 to 39,Male,Cardiovascular diseases,9577.261977405178,9341.550917689725,9741.23787016932
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,40 to 44,Both,Cardiovascular diseases,9899.600700199851,9677.111601141056,10228.242374606521
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,40 to 44,Female,Cardiovascular diseases,9248.744028571571,9063.007229264562,9482.201937352947
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,40 to 44,Male,Cardiovascular diseases,10547.697895607147,10292.250804958116,10813.473981129435
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,45 to 49,Both,Cardiovascular diseases,10936.2056750931,10497.71859703912,11182.123566762575
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,45 to 49,Female,Cardiovascular diseases,10257.391970059673,10022.242145739161,10485.936106707002
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,45 to 49,Male,Cardiovascular diseases,11617.241369041594,11273.875919705919,11958.899496872102
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,50 to 54,Both,Cardiovascular diseases,11954.335248293524,11571.093725339357,12267.803146183895
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,50 to 54,Female,Cardiovascular diseases,11353.93984610797,11102.743723249723,11600.553736753382
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,50 to 54,Male,Cardiovascular diseases,12685.044882072545,12476.02271670911,12891.365264682167
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,55 to 59,Both,Cardiovascular diseases,13051.60946627046,12796.481403069405,13394.71189348077
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,55 to 59,Female,Cardiovascular diseases,12347.719842543049,12045.91083836087,12757.843321623159
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,55 to 59,Male,Cardiovascular diseases,13656.549732472313,13345.565808827329,14064.769717517363
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,60 to 64,Both,Cardiovascular diseases,14099.469400873644,13757.866925960512,14558.536593068766
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,60 to 64,Female,Cardiovascular diseases,13327.240877499496,12986.448312139706,13630.143965366842
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,60 to 64,Male,Cardiovascular diseases,14769.33632784567,14441.582171359985,15181.422652481073
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,65 to 69,Both,Cardiovascular diseases,15117.494747198034,14725.436635673701,15521.785925521548
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,65 to 69,Female,Cardiovascular diseases,14490.435280089421,14152.77995989122,14885.30173824821
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,65 to 69,Male,Cardiovascular diseases,15764.64004200879,15467.784905390592,16238.731752767311
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,70 to 74,Both,Cardiovascular diseases,16112.721557073633,15700.962762616502,16539.252008748354
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,70 to 74,Female,Cardiovascular diseases,15340.1498225784,15035.361903126239,15779.604006592512
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,70 to 74,Male,Cardiovascular diseases,16763.079805287132,16276.638381049812,17254.125430354514
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,75 to 79,Both,Cardiovascular diseases,17083.45165033396,16748.0783956398,17466.94040834024
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,75 to 79,Female,Cardiovascular diseases,16463.939605218828,16003.254959884413,16861.769567212337
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,75 to 79,Male,Cardiovascular diseases,17792.6477697108,17371.529124291563,18241.47196023508
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,80 to 84,Both,Cardiovascular diseases,18205.482300460993,17712.273640873715,18755.092551958907
DALYs (Disability-Adjusted Life Years),Rate,Zimbabwe,2004,80 to 84,Female,Cardiovascular diseases,17462.229875856166,16991.94633690979,18005.721502090648
