cause,location,sex,age,year,point_estimate,lower,upper
Cardiovascular diseases,Japan,Both,80 to 84,2029,15173.412128812022,15162.61613241953,15181.967947511886
Cardiovascular diseases,Japan,Both,85 to 89,2029,16230.201574392042,16219.079103265947,16243.970898403151
Cardiovascular diseases,Japan,Both,90 to 94,2029,17240.748292405762,17232.12329363542,17252.913547813965
Cardiovascular diseases,Japan,Both,25 to 29,2030,3952.2972705531715,3948.009768783364,3957.56230594428
Cardiovascular diseases,Japan,Both,30 to 34,2030,4838.411421000254,4831.688420790489,4844.115833863293
Cardiovascular diseases,Japan,Both,35 to 39,2030,5723.551273752068,5717.87827923836,5729.287279805053
Cardiovascular diseases,Japan,Both,40 to 44,2030,6757.454329892959,6745.6940024860105,6761.894643894237
Cardiovascular diseases,Japan,Both,45 to 49,2030,7807.048038524373,7798.528009929209,7814.424342059943
Cardiovascular diseases,Japan,Both,50 to 54,2030,8869.518792561747,8865.337184588549,8875.742681475023
Cardiovascular diseases,Japan,Both,55 to 59,2030,9940.220237452291,9934.88685469971,9946.747106459263
Cardiovascular diseases,Japan,Both,60 to 64,2030,10987.562478135136,10978.386126333688,10994.17518210001
Cardiovascular diseases,Japan,Both,65 to 69,2030,12032.39075837615,12024.176460894372,12037.977465436557
Cardiovascular diseases,Japan,Both,70 to 74,2030,13069.871740331493,13063.646764559046,13076.359128970173
Cardiovascular diseases,Japan,Both,75 to 79,2030,14141.699488285083,14133.633568168145,14150.100713433128
Cardiovascular diseases,Japan,Both,80 to 84,2030,15173.412128812022,15162.61613241953,15181.967947511886
Cardiovascular diseases,Japan,Both,85 to 89,2030,16230.201574392042,16219.079103265947,16243.970898403151
Cardiovascular diseases,Japan,Both,90 to 94,2030,17240.748292405762,17232.12329363542,17252.913547813965
Cardiovascular diseases,Japan,Both,25 to 29,2031,3952.2972705531715,3948.009768783364,3957.56230594428
Cardiovascular diseases,Japan,Both,30 to 34,2031,4838.411421000254,4831.688420790489,4844.115833863293
Cardiovascular diseases,Japan,Both,35 to 39,2031,5723.551273752068,5717.87827923836,5729.287279805053
Cardiovascular diseases,Japan,Both,40 to 44,2031,6757.454329892959,6745.6940024860105,6761.894643894237
Cardiovascular diseases,Japan,Both,45 to 49,2031,7807.048038524373,7798.528009929209,7814.424342059943
Cardiovascular diseases,Japan,Both,50 to 54,2031,8869.518792561747,8865.337184588549,8875.742681475023
Cardiovascular diseases,Japan,Both,55 to 59,2031,9940.220237452291,9934.88685469971,9946.747106459263
Cardiovascular diseases,Japan,Both,60 to 64,2031,10987.562478135136,10978.386126333688,10994.17518210001
Cardiovascular diseases,Japan,Both,65 to 69,2031,12032.39075837615,12024.176460894372,12037.977465436557
Cardiovascular diseases,Japan,Both,70 to 74,2031,13069.871740331493,13063.646764559046,13076.359128970173
Cardiovascular diseases,Japan,Both,75 to 79,2031,14141.699488285083,14133.633568168145,14150.100713433128
Cardiovascular diseases,Japan,Both,80 to 84,2031,15173.412128812022,15162.61613241953,15181.967947511886
Cardiovascular diseases,Japan,Both,85 to 89,2031,16230.201574392042,16219.079103265947,16243.970898403151
Cardiovascular diseases,Japan,Both,90 to 94,2031,17240.748292405762,17232.12329363542,17252.913547813965
Cardiovascular diseases,Japan,Both,25 to 29,2032,3923.6432111520585,3919.251800710942,3929.4379795792715
Cardiovascular diseases,Japan,Both,30 to 34,2032,4804.719976824767,4798.034723727102,4811.145612374562
Cardiovascular diseases,Japan,Both,35 to 39,2032,5685.009625121165,5679.152974468203,5691.408812855923
Cardiovascular diseases,Japan,Both,40 to 44,2032,6569.411859119168,6561.497854625141,6576.466084012567
Cardiovascular diseases,Japan,Both,45 to 49,2032,7627.913863067637,7615.50774409191,7632.142397706049
Cardiovascular diseases,Japan,Both,50 to 54,2032,8712.325801307365,8703.328723338655,8718.747358228453
Cardiovascular diseases,Japan,Both,55 to 59,2032,9784.827149580653,9778.715796442793,9794.388385473489
Cardiovascular diseases,Japan,Both,60 to 64,2032,10859.047051408035,10852.778593585033,10864.861321469521
Cardiovascular diseases,Japan,Both,65 to 69,2032,11928.953339664544,11918.20535777229,11939.254650292109
Cardiovascular diseases,Japan,Both,70 to 74,2032,12975.842065333738,12967.870349091889,12981.38078772587
Cardiovascular diseases,Japan,Both,75 to 79,2032,14045.312978184145,14035.627212657082,14052.721493202302
Cardiovascular diseases,Japan,Both,80 to 84,2032,15112.276130620967,15101.844554558822,15121.21083548071
Cardiovascular diseases,Japan,Both,85 to 89,2032,16167.255566058268,16152.133621716466,16181.25371819108
Cardiovascular diseases,Japan,Both,90 to 94,2032,17200.661001200322,17193.63201837693,17215.532022335803
Cardiovascular diseases,Japan,Both,25 to 29,2033,3923.6432111520585,3919.251800710942,3929.4379795792715
Cardiovascular diseases,Japan,Both,30 to 34,2033,4804.719976824767,4798.034723727102,4811.145612374562
Cardiovascular diseases,Japan,Both,35 to 39,2033,5685.009625121165,5679.152974468203,5691.408812855923
Cardiovascular diseases,Japan,Both,40 to 44,2033,6569.411859119168,6561.497854625141,6576.466084012567
Cardiovascular diseases,Japan,Both,45 to 49,2033,7627.913863067637,7615.50774409191,7632.142397706049
Cardiovascular diseases,Japan,Both,50 to 54,2033,8712.325801307365,8703.328723338655,8718.747358228453
Cardiovascular diseases,Japan,Both,55 to 59,2033,9784.827149580653,9778.715796442793,9794.388385473489
Cardiovascular diseases,Japan,Both,60 to 64,2033,10859.047051408035,10852.778593585033,10864.861321469521
Cardiovascular diseases,Japan,Both,65 to 69,2033,11928.953339664544,11918.20535777229,11939.254650292109
Cardiovascular diseases,Japan,Both,70 to 74,2033,12975.842065333738,12967.870349091889,12981.38078772587
Cardiovascular diseases,Japan,Both,75 to 79,2033,14045.312978184145,14035.627212657082,14052.721493202302
Cardiovascular diseases,Japan,Both,80 to 84,2033,15112.276130620967,15101.844554558822,15121.21083548071
Cardiovascular diseases,Japan,Both,85 to 89,2033,16167.255566058268,16152.133621716466,16181.25371819108
Cardiovascular diseases,Japan,Both,90 to 94,2033,17200.661001200322,17193.63201837693,17215.532022335803
Cardiovascular diseases,Japan,Both,25 to 29,2034,3923.6432111520585,3919.251800710942,3929.4379795792715
Cardiovascular diseases,Japan,Both,30 to 34,2034,4804.719976824767,4798.034723727102,4811.145612374562
Cardiovascular diseases,Japan,Both,35 to 39,2034,5685.009625121165,5679.152974468203,5691.408812855923
Cardiovascular diseases,Japan,Both,40 to 44,2034,6569.411859119168,6561.497854625141,6576.466084012567
Cardiovascular diseases,Japan,Both,45 to 49,2034,7627.913863067637,7615.50774409191,7632.142397706049
Cardiovascular diseases,Japan,Both,50 to 54,2034,8712.325801307365,8703.328723338655,8718.747358228453
Cardiovascular diseases,Japan,Both,55 to 59,2034,9784.827149580653,9778.715796442793,9794.388385473489
Cardiovascular diseases,Japan,Both,60 to 64,2034,10859.047051408035,10852.778593585033,10864.861321469521
Cardiovascular diseases,Japan,Both,65 to 69,2034,11928.953339664544,11918.20535777229,11939.254650292109
Cardiovascular diseases,Japan,Both,70 to 74,2034,12975.842065333738,12967.870349091889,12981.38078772587
Cardiovascular diseases,Japan,Both,75 to 79,2034,14045.312978184145,14035.627212657082,14052.721493202302
Cardiovascular diseases,Japan,Both,80 to 84,2034,15112.276130620967,15101.844554558822,15121.21083548071
Cardiovascular diseases,Japan,Both,85 to 89,2034,16167.255566058268,16152.133621716466,16181.25371819108
Cardiovascular diseases,Japan,Both,90 to 94,2034,17200.661001200322,17193.63201837693,17215.532022335803
Cardiovascular diseases,Japan,Both,25 to 29,2035,3923.6432111520585,3919.251800710942,3929.4379795792715
Cardiovascular diseases,Japan,Both,30 to 34,2035,4804.719976824767,4798.034723727102,4811.145612374562
Cardiovascular diseases,Japan,Both,35 to 39,2035,5685.009625121165,5679.152974468203,5691.408812855923
Cardiovascular diseases,Japan,Both,40 to 44,2035,6569.411859119168,6561.497854625141,6576.466084012567
Cardiovascular diseases,Japan,Both,45 to 49,2035,7627.913863067637,7615.50774409191,7632.142397706049
Cardiovascular diseases,Japan,Both,50 to 54,2035,8712.325801307365,8703.328723338655,8718.747358228453
Cardiovascular diseases,Japan,Both,55 to 59,2035,9784.827149580653,9778.715796442793,9794.388385473489
Cardiovascular diseases,Japan,Both,60 to 64,2035,10859.047051408035,10852.778593585033,10864.861321469521
Cardiovascular diseases,Japan,Both,65 to 69,2035,11928.953339664544,11918.20535777229,11939.254650292109
Cardiovascular diseases,Japan,Both,70 to 74,2035,12975.842065333738,12967.870349091889,12981.38078772587
Cardiovascular diseases,Japan,Both,75 to 79,2035,14045.312978184145,14035.627212657082,14052.721493202302
Cardiovascular diseases,Japan,Both,80 to 84,2035,15112.276130620967,15101.844554558822,15121.21083548071
Cardiovascular diseases,Japan,Both,85 to 89,2035,16167.255566058268,16152.133621716466,16181.25371819108
Cardiovascular diseases,Japan,Both,90 to 94,2035,17200.661001200322,17193.63201837693,17215.532022335803
Cardiovascular diseases,Japan,Both,25 to 29,2036,3923.6432111520585,3919.251800710942,3929.4379795792715
Cardiovascular diseases,Japan,Both,30 to 34,2036,4804.719976824767,4798.034723727102,4811.145612374562
Cardiovascular diseases,Japan,Both,35 to 39,2036,5685.009625121165,5679.152974468203,5691.408812855923
Cardiovascular diseases,Japan,Both,40 to 44,2036,6569.411859119168,6561.497854625141,6576.466084012567
Cardiovascular diseases,Japan,Both,45 to 49,2036,7627.913863067637,7615.50774409191,7632.142397706049
Cardiovascular diseases,Japan,Both,50 to 54,2036,8712.325801307365,8703.328723338655,8718.747358228453
Cardiovascular diseases,Japan,Both,55 to 59,2036,9784.827149580653,9778.715796442793,9794.388385473489
Cardiovascular diseases,Japan,Both,60 to 64,2036,10859.047051408035,10852.778593585033,10864.861321469521
Cardiovascular diseases,Japan,Both,65 to 69,2036,11928.953339664544,11918.20535777229,11939.254650292109
Cardiovascular diseases,Japan,Both,70 to 74,2036,12975.842065333738,12967.870349091889,12981.38078772587
Cardiovascular diseases,Japan,Both,75 to 79,2036,14045.312978184145,14035.627212657082,14052.721493202302
Cardiovascular diseases,Japan,Both,80 to 84,2036,15112.276130620967,15101.844554558822,15121.21083548071
Cardiovascular diseases,Japan,Both,85 to 89,2036,16167.255566058268,16152.133621716466,16181.25371819108
Cardiovascular diseases,Japan,Both,90 to 94,2036,17200.661001200322,17193.63201837693,17215.532022335803
Cardiovascular diseases,Japan,Both,25 to 29,2037,3909.3786529703048,3904.93580145535,3915.4690981225262
Cardiovascular diseases,Japan,Both,30 to 34,2037,4787.944798383366,4781.2783441006,4794.727960589729
Cardiovascular diseases,Japan,Both,35 to 39,2037,5665.816835230938,5659.859064469756,5672.544864034879
Cardiovascular diseases,Japan,Both,40 to 44,2037,6547.864673715709,6539.450462651289,6555.224247394573
Cardiovascular diseases,Japan,Both,45 to 49,2037,7444.4904431715895,7436.231930854388,7452.427889474256
Cardiovascular diseases,Japan,Both,50 to 54,2037,8543.308332564045,8530.680518389696,8549.834688603058
Cardiovascular diseases,Japan,Both,55 to 59,2037,9644.058736637602,9634.611569648543,9653.904561159787
Cardiovascular diseases,Japan,Both,60 to 64,2037,10724.141255348695,10717.183526150067,10732.248829594308
Cardiovascular diseases,Japan,Both,65 to 69,2037,11826.182622214801,11818.131026504547,11832.985618362403
Cardiovascular diseases,Japan,Both,70 to 74,2037,12902.941884478583,12893.568261766486,12911.851974348312
Cardiovascular diseases,Japan,Both,75 to 79,2037,13985.149996485883,13976.00878931969,13994.122127498482
Cardiovascular diseases,Japan,Both,80 to 84,2037,15052.46459467563,15040.107575510036,15060.85230293453
Cardiovascular diseases,Japan,Both,85 to 89,2037,16147.188048254857,16133.712734654737,16161.197207689453
Cardiovascular diseases,Japan,Both,90 to 94,2037,17181.226624658957,17170.052969333163,17195.65954312119
Cardiovascular diseases,Japan,Both,25 to 29,2038,3909.3786529703048,3904.93580145535,3915.4690981225262
Cardiovascular diseases,Japan,Both,30 to 34,2038,4787.944798383366,4781.2783441006,4794.727960589729
Cardiovascular diseases,Japan,Both,35 to 39,2038,5665.816835230938,5659.859064469756,5672.544864034879
Cardiovascular diseases,Japan,Both,40 to 44,2038,6547.864673715709,6539.450462651289,6555.224247394573
Cardiovascular diseases,Japan,Both,45 to 49,2038,7444.4904431715895,7436.231930854388,7452.427889474256
Cardiovascular diseases,Japan,Both,50 to 54,2038,8543.308332564045,8530.680518389696,8549.834688603058
Cardiovascular diseases,Japan,Both,55 to 59,2038,9644.058736637602,9634.611569648543,9653.904561159787
Cardiovascular diseases,Japan,Both,60 to 64,2038,10724.141255348695,10717.183526150067,10732.248829594308
Cardiovascular diseases,Japan,Both,65 to 69,2038,11826.182622214801,11818.131026504547,11832.985618362403
Cardiovascular diseases,Japan,Both,70 to 74,2038,12902.941884478583,12893.568261766486,12911.851974348312
Cardiovascular diseases,Japan,Both,75 to 79,2038,13985.149996485883,13976.00878931969,13994.122127498482
Cardiovascular diseases,Japan,Both,80 to 84,2038,15052.46459467563,15040.107575510036,15060.85230293453
Cardiovascular diseases,Japan,Both,85 to 89,2038,16147.188048254857,16133.712734654737,16161.197207689453
Cardiovascular diseases,Japan,Both,90 to 94,2038,17181.226624658957,17170.052969333163,17195.65954312119
Cardiovascular diseases,Japan,Both,25 to 29,2039,3909.3786529703048,3904.93580145535,3915.4690981225262
Cardiovascular diseases,Japan,Both,30 to 34,2039,4787.944798383366,4781.2783441006,4794.727960589729
Cardiovascular diseases,Japan,Both,35 to 39,2039,5665.816835230938,5659.859064469756,5672.544864034879
Cardiovascular diseases,Japan,Both,40 to 44,2039,6547.864673715709,6539.450462651289,6555.224247394573
Cardiovascular diseases,Japan,Both,45 to 49,2039,7444.4904431715895,7436.231930854388,7452.427889474256
Cardiovascular diseases,Japan,Both,50 to 54,2039,8543.308332564045,8530.680518389696,8549.834688603058
Cardiovascular diseases,Japan,Both,55 to 59,2039,9644.058736637602,9634.611569648543,9653.904561159787
Cardiovascular diseases,Japan,Both,60 to 64,2039,10724.141255348695,10717.183526150067,10732.248829594308
Cardiovascular diseases,Japan,Both,65 to 69,2039,11826.182622214801,11818.131026504547,11832.985618362403
Cardiovascular diseases,Japan,Both,70 to 74,2039,12902.941884478583,12893.568261766486,12911.851974348312
Cardiovascular diseases,Japan,Both,75 to 79,2039,13985.149996485883,13976.00878931969,13994.122127498482
Cardiovascular diseases,Japan,Both,80 to 84,2039,15052.46459467563,15040.107575510036,15060.85230293453
Cardiovascular diseases,Japan,Both,85 to 89,2039,16147.188048254857,16133.712734654737,16161.197207689453
Cardiovascular diseases,Japan,Both,90 to 94,2039,17181.226624658957,17170.052969333163,17195.65954312119
Cardiovascular diseases,Japan,Both,25 to 29,2040,3909.3786529703048,3904.93580145535,3915.4690981225262
Cardiovascular diseases,Japan,Both,30 to 34,2040,4787.944798383366,4781.2783441006,4794.727960589729
Cardiovascular diseases,Japan,Both,35 to 39,2040,5665.816835230938,5659.859064469756,5672.544864034879
Cardiovascular diseases,Japan,Both,40 to 44,2040,6547.864673715709,6539.450462651289,6555.224247394573
Cardiovascular diseases,Japan,Both,45 to 49,2040,7444.4904431715895,7436.231930854388,7452.427889474256
Cardiovascular diseases,Japan,Both,50 to 54,2040,8543.308332564045,8530.680518389696,8549.834688603058
Cardiovascular diseases,Japan,Both,55 to 59,2040,9644.058736637602,9634.611569648543,9653.904561159787
Cardiovascular diseases,Japan,Both,60 to 64,2040,10724.141255348695,10717.183526150067,10732.248829594308
Cardiovascular diseases,Japan,Both,65 to 69,2040,11826.182622214801,11818.131026504547,11832.985618362403
Cardiovascular diseases,Japan,Both,70 to 74,2040,12902.941884478583,12893.568261766486,12911.851974348312
Cardiovascular diseases,Japan,Both,75 to 79,2040,13985.149996485883,13976.00878931969,13994.122127498482
